Sub,AgeAtTestingCalculated,Sex,TwinType,FA_A,FA_B,SC_A,SC_B
02124,23,2,3,-0.06348919309801294,NA,-0.3905320306934547,NA
02127,51,2,3,NA,-0.07141126546831228,NA,-0.34852122505659316
02129,42,2,3,NA,0.0016650964436957228,NA,-0.9350445758865844
02131,33,2,3,-0.010894780471591392,NA,-0.23178876785256194,NA
02132,33,2,3,-0.03458534042275555,0.03806628404819656,-0.3787334627537582,-0.1408950625865458
02135,45,2,3,0.18639940462208376,0.04246831573837288,-0.01962188114604678,0.2765922939941173
02138,46,2,3,0.2275426734776594,0.11852515038675454,0.19952703381600537,0.21742929841370792
02152,24,2,1,-0.06589537558702445,-0.016436751889540732,0.011628931600770805,-0.12858478649806207
02156,39,2,1,NA,-0.18195250002060198,NA,-0.2549408068248584
02160,41,2,1,-0.5036579317458798,-0.12685247219443815,0.09890264716815451,0.043172789715875105
02182,46,2,1,-0.03450940511057428,0.1648883968827284,0.07602289077369075,0.06752495318373186
02186,51,2,1,NA,NA,-0.19604848527679902,NA
02210,29,2,1,0.08814801616276961,0.04308329353310558,-0.13207732568064076,-0.38915404923169744
02211,26,2,1,0.07693463040975362,-0.00841969369534805,-0.5360485204511337,0.15763398154142946
02228,43,2,1,0.1924251307337867,-0.2918549343205205,0.21099625052036083,-0.002120061796440504
02229,18,2,1,NA,-0.22932421507308667,NA,-0.22994034896190643
02243,50,2,1,-0.3789662508261426,0.47087712321107184,0.06562281218036373,-0.6383042267999797
02247,46,2,1,0.25998467520753915,0.1323775530741259,-0.12391381007260356,0.46710094717613276
02255,47,2,1,0.25247939482221304,-0.1862514034955056,0.009108075214696225,-0.17688333322413297
02268,45,2,1,NA,0.02486099140861852,NA,0.07703575259398428
02270,29,2,1,-0.19707242488216906,-0.42676871309004855,0.25710770001363775,-0.06540778944494632
02277,38,2,1,-0.12822258797244857,NA,0.06332359622980728,NA
02284,48,2,1,NA,-0.25324068055441734,NA,-0.01670474500382125
02288,23,2,1,NA,0.015239815691672421,NA,-0.16818822354392893
02294,32,2,1,-0.11764361941774172,0.0516031250716222,0.22220615111915457,0.011603306450994038
02295,23,2,1,0.25925662745310835,0.11217463150322045,-0.16837168118462847,0.1110697341019273
02296,38,2,1,0.16739065328182964,0.13538950796958024,-0.04842272941024378,-0.2748895620328409
02303,38,2,1,-0.12328531286072235,-0.07967107629521715,-0.0014078998038700831,0.2875593287914857
02308,49,2,1,0.12883947129561993,0.1743331052947818,0.13102516991890528,0.32092019960445
02310,27,2,1,NA,-0.04814013240633736,NA,0.20142348074466299
02312,39,2,1,0.051327218474865606,0.15345637075909915,0.02697554762987535,0.16990130222587588
02315,34,2,1,0.042344953267282874,NA,0.18858724130943688,NA
02322,34,2,1,NA,-0.07540820739451679,0.030424415857102358,0.2146157614270512
02330,30,2,1,-0.31296330221721164,-0.11796380127427379,-0.07633296911739397,-0.03494722144682776
02337,23,2,1,0.11865017144287317,0.3930520117359565,-0.2540308272490342,-0.5465764500062954
02340,44,2,1,-0.35046193419599175,NA,-0.01439750382987802,NA
02342,41,2,1,0.24848068405886337,-0.03794806116080052,0.019408668911758898,-0.6315732791434999
02349,29,2,1,0.24524493705243502,-0.19349683241653526,-0.11302541322479341,-0.056090460950292395
02351,44,2,1,0.14148039013418903,0.18349533220684436,0.1363541466649196,-0.03180791339809146
02362,50,2,1,0.12048983867613967,0.0863004687036334,0.03443409245169112,-0.5902495972509634
02363,33,2,1,-0.202401682124335,-0.2857592092374444,0.2163674071277148,0.33985518038944756
02380,48,2,1,0.008248767305149535,-0.07944340001231374,-0.2058792718662669,-0.17051692639480012
02385,47,2,1,-0.1859009871328486,-0.00824830889732118,0.09810741119247815,0.10462839879886571
02387,48,2,1,0.22825168029425288,-0.25321611521889403,0.1710795725138409,0.006380048302867674
02394,31,2,1,0.05689688614773975,0.09036099583684229,0.2956415384793915,0.3189692873256989
02397,41,2,1,0.3480525134068491,0.2082408187481008,0.0397789662289811,0.08464502556521421
02398,31,2,1,0.18447749617117773,0.3548117279948708,0.12234910423055503,0.32018098668478323
02410,40,2,1,-0.02904186144016656,0.14704494133908722,-0.11369074290453109,-0.21095941182631797
02425,48,2,1,0.5056271222438445,0.04394967594860177,0.11111595937932112,0.274019636106232
02433,29,2,1,0.20503981703124521,0.18018378277604516,0.299345688565061,-0.08096304113983178
02438,42,2,1,0.19110500431062818,-0.008790693528002378,0.4475620250115076,-0.014075049202759725
02467,39,2,1,-0.07633241082648277,NA,-0.08352919619685904,NA
02468,45,2,1,-0.13730119550403103,NA,0.22636681700307207,NA
02471,48,2,1,0.001222613997330632,-0.11197561545875843,-0.0292538574663549,-0.04765089972452282
02477,27,2,1,0.35859908454797407,0.0710338897407567,-0.04902888537767191,-0.10069809866869421
02479,39,2,1,0.034620721546803686,0.07890589852682432,-0.10676090033739988,-0.12798276000742137
02494,22,2,1,-0.40107615097965427,-0.4450915318332107,0.14934795536140946,0.06071097005190977
02506,43,1,3,-0.02036592500297941,NA,-0.1466450933537483,NA
02509,58,1,3,0.18101672366494653,0.34394706534708447,-0.3874045433870272,-0.34908182269879406
02510,49,1,3,0.09697285217397468,NA,-0.00974470573808292,NA
02519,59,1,3,0.22335484839981565,-0.05668990646534573,0.39629760756615795,-0.6359999480146916
02532,61,1,3,NA,0.09259103463457888,NA,-0.08448291795438202
02538,60,1,3,-0.10675553227912996,NA,-0.038028575428826865,NA
02548,70,1,3,NA,0.22848695737127434,NA,0.41022654826373073
02550,75,1,3,-0.18845415665430368,-0.5563696177096985,0.21702437360503435,-0.4558756047467228
02556,68,1,3,-0.4108366856081099,0.04508019600480304,0.15640727483048428,0.2880068610845251
02564,63,1,3,NA,-0.09738210694116886,0.121650473546564,-0.06991337595759216
02571,41,1,1,0.09913704469222685,-0.2088455716677725,0.1309752611084442,-0.14363382384836967
02581,47,1,1,0.06562002545406428,-0.12573682418890775,0.3164484863992829,0.19026661067215758
02587,59,1,1,0.16171885208762063,0.2567420808672464,-0.12035432687969587,0.34336727338567513
02588,44,1,1,0.29093604818298763,0.05934227593730737,0.16121573210228266,0.28250017252025855
02595,74,1,1,NA,-0.23278804981532683,NA,0.1136861051270628
02601,39,1,1,NA,0.30444664605269134,NA,-0.35384317440372703
02604,52,1,1,-0.17685546490488246,-0.5539029340450605,0.14851774266615136,-0.4977744548607597
02615,71,1,1,-0.19968957804144805,0.23652208782429796,0.12094780682472397,0.14769743624054665
02618,60,1,1,-0.34361786732894956,-0.009082211914868429,-0.06852486861824736,0.13334233335587417
02626,60,1,1,0.10545924173051151,-0.06878545878878776,-0.05868273617795844,-0.021726259107144305
02627,78,1,1,-0.052997762732306525,-0.01143332488127106,-0.1121518931417939,-0.11985362939974732
02630,66,1,1,-0.09511415126623549,0.04197800402121423,NA,-0.136581625495633
02634,43,1,1,NA,0.16725446466369462,NA,-0.6832013658170569
02640,60,1,1,0.17485757795872578,-0.06277310228346093,-0.19082331706169503,-0.061766641494829966
02641,60,1,1,NA,-0.04072256138402465,NA,0.14148595595937127
02642,70,1,1,-0.04971246865043398,-0.05273073668038047,0.011928321826050173,-0.08052524858889473
02650,53,1,1,0.35074555934596896,0.2522031063599177,-0.09344195726494652,0.1928125096616236
02651,27,1,1,0.3180156092700866,-0.28877717356328925,0.1853814643988266,0.012740160801964544
02655,59,1,1,0.08992336705208705,NA,-0.031116220095593214,-0.2923733568881145
02660,68,1,1,-0.26865236099322,-0.10918191086843419,-0.30008790897947507,-0.01842756866236874
02662,71,1,1,-0.15518151479936962,-0.3006315281435698,0.06526472132727273,0.2604208412761781
02665,61,1,1,-0.2344235958371206,-0.19050279562641578,0.07922007327272351,0.0863645290801645
02666,60,1,1,0.023567594355495353,-0.05917810976420608,0.12095837852472516,-0.35800264481755545
02667,55,1,1,-0.06654985410571959,-0.3015978608710274,-0.21349622869157728,0.022609858735534075
02678,68,1,1,-0.011439108569437346,-0.010849846102751725,0.32000063367395887,0.061384500764900526
02679,62,1,1,0.06304260666347572,NA,0.21837045395418267,NA
02683,61,1,1,NA,-0.22383249552254394,NA,-0.24479959849401967
02685,61,1,1,NA,-0.4754593470462165,NA,-0.2083450349875191
02687,69,1,1,0.03644055593194159,0.2634786958173443,-0.13533597629079147,-0.08417377148471908
02694,57,1,1,-0.0036878028365082884,NA,-0.40483865535849495,NA
02700,56,1,1,-0.3062164002916973,-0.3271311787354645,0.15879879698919225,-0.046239947326717185
02704,68,1,1,-0.2043534124019499,5.43680480216262e-4,-0.28404543991634945,0.06380218065071316
02715,65,2,3,0.09290172445483226,-0.22919155684385387,0.24612896384339067,-0.17422226388191625
02719,72,2,3,-0.1785068992237262,NA,-0.26566342537126697,NA
02720,76,2,3,0.06657374171617796,0.11471215362900715,-0.058252875769167684,-0.04765385343125713
02724,64,2,3,0.29692141412916845,0.033820234167533894,-0.27723581279702675,0.08627044791138326
02732,56,2,3,0.13520209845647962,0.1474289523246019,0.046599842395073136,0.18033192477538998
02735,46,2,3,NA,-0.10305312951711872,NA,0.16665785577890596
02736,68,2,3,0.12598872378815207,NA,-0.25406904442211137,NA
02746,73,2,3,NA,-0.26527073127960094,-0.42367125149976254,-0.2023016486227929
02747,60,2,3,0.17596491758596033,-0.28494059283458484,0.25592363647703126,0.44251846600088096
02748,54,2,3,-0.07167456696340997,0.04512429281200908,0.09355899657063954,0.35137671444600277
02752,40,2,3,0.25418940017994796,0.3756992796703364,0.2666592563551804,0.44186686382602014
02761,74,2,3,-0.36968760466757483,-0.10094784875278168,0.2220632190843375,0.046738161737862216
02766,38,2,3,-0.029124216268061758,-0.41515062593474994,0.16104138269570467,0.1935800841754833
02772,64,2,3,NA,-0.072717276502090325,NA,0.03695582731384033
02774,34,2,3,NA,-0.006998914658978351,NA,0.17241951967035984
02775,58,2,3,-0.0026429547757001997,NA,0.13991233086142565,NA
02779,78,2,3,NA,-0.8253369595573016,NA,-0.8036454504055194
02781,55,2,3,0.2565099041905997,-0.10295622115241759,0.02321191240556398,0.032933705185125034
02782,59,2,3,0.14763542348784794,-0.10550933093996032,-0.23763656023458857,-0.10366888119531628
02783,36,2,3,0.15890253406316898,0.03011249334361317,-0.11808896886070326,-0.062058101337699303
02785,58,2,3,0.2345482210846241,NA,0.41807722404356584,NA
02794,51,2,3,-0.17295401205427652,0.11316474364292534,-0.3754192763463467,0.2228906035356495
02800,59,2,3,-0.018427962321265395,0.17844057413220646,0.07041091845877728,0.0769080020453307
02806,59,2,3,-0.05433142024135584,0.1422426775890062,0.1375818244451935,0.30417626315921015
02807,65,2,3,0.06914281264097583,NA,0.2423958455108749,NA
02814,39,2,3,0.1283619679014523,NA,-0.026728218454703558,0.2195394062754753
02815,28,2,3,NA,0.09175566099407219,NA,0.29242937678164765
02825,71,2,3,NA,-0.5829793967600465,NA,-0.3905909743249684
02826,33,2,3,0.01704516624020745,0.2350662144528338,-0.07615272034951164,-0.08739219804028002
02827,55,2,3,0.04297760299252524,NA,-0.0847438171181372,NA
02828,22,2,3,-0.3045769716239482,-0.04458910762638116,-0.6794900612918854,0.22790880791260543
02829,47,2,3,0.15887417195258666,-0.1671686876987237,0.027110151578154176,-0.5335769123633999
02834,55,2,3,0.25579036513816844,0.011289533758214244,0.09776904196571268,-0.2789074468697603
02835,76,2,3,NA,-0.25334082534330754,-0.27344480358798906,-0.6179679202705756
02836,72,2,3,NA,0.12434911388440793,NA,0.4499593127932965
02840,69,2,3,-0.005366063136085869,0.19207380632682683,-0.19264008324972548,0.4379344315361774
02847,77,2,3,-0.30984379862533784,-0.45151669054584886,-0.06053550324823412,-0.3260025505943786
02855,42,2,3,-0.4391895058259543,-0.13063683455196737,-0.2201883356785686,0.31546185843854935
02857,62,2,1,0.07703119254395498,-0.40008543381794154,-0.04194554526724174,-0.015842003686223346
